Level,Defense mechanism,#,Film,Year,Director,Character,Actor,IMDb,Quote,Region
Image-distorting / Action,Autistic Fantasy,10,Tideland,2005,Terry Gilliam,Jeliza-Rose,Jodelle Ferland,tt0410764,"""If I shut my eyes and try hard enough, maybe I'll wake inside your dream."" — Jeliza-Rose",
Image-distorting / Action,Autistic Fantasy,11,The Fall,2006,Tarsem Singh,Roy Walker (Lee Pace) and Alexandria,Catinca Untaru,tt0460791,"""Are you trying to save me?"" — Alexandria, to Roy (paraphrase)",
Image-distorting / Action,Autistic Fantasy,12,Donnie Darko,2001,Richard Kelly,Donnie Darko,Jake Gyllenhaal,tt0246578,"""Why are you wearing that stupid bunny suit?"" — Donnie Darko",
Image-distorting / Action,Autistic Fantasy,13,"Synecdoche, New York",2008,Charlie Kaufman,Caden Cotard,Philip Seymour Hoffman,tt0383028,"""There are nearly thirteen million people in the world. None of those people is an extra. They're all the leads of their own stories."" — Ellen Bascomb (Caden's set actress)",
Image-distorting / Action,Autistic Fantasy,14,Inception,2010,Christopher Nolan,Dom Cobb,Leonardo DiCaprio,tt1375666,"""I can't imagine you with all your complexity, all your perfection, all your imperfection. Look at you. You are just a shade of my real wife."" — Dom Cobb, to projected Mal",
Image-distorting / Action,Autistic Fantasy,15,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,Joel Barish,Jim Carrey,tt0338013,"""Meet me… in Montauk."" — Clementine (in Joel's memory)",
Image-distorting / Action,Autistic Fantasy,K1,3-Iron / 빈집,2004,Kim Ki-duk,Tae-suk / 태석,Jae Hee / 재희,tt0423866,"""우리가 사는 세상이 꿈인지 현실인지 알 수 없다."" / ""We can't tell whether the world we live in is a dream or reality."" — closing intertitle",Korean
Image-distorting / Action,Autistic Fantasy,K2,Save the Green Planet! / 지구를 지켜라!,2003,Jang Joon-hwan,Lee Byeong-gu / 이병구,Shin Ha-kyun / 신하균,tt0354668,"""안드로메다 PK45 행성의 외계인이 지구를 침공하려 한다."" / ""Aliens from planet PK45 in Andromeda are about to invade Earth."" — 병구",Korean
Image-distorting / Action,Autistic Fantasy,K3,Castaway on the Moon / 김씨 표류기,2009,Lee Hae-jun,Mr. Kim / 김씨 (Jung Jae-young / 정재영) and Hyo-min Kim / 김씨,Jung Ryeo-won / 정려원,tt1499666,"""후 아 유?"" / ""Who are you?"" — 여자 김씨, written in the sand of her bottle-letters; and ""죽는 건 언제라도 할 수 있습니다."" / ""Dying is something I can always do later."" — 남자 김씨",Korean
Image-distorting / Action,Projective Identification,1,Black Swan,2010,Darren Aronofsky,Nina Sayers (Natalie Portman) ← Erica (Barbara Hershey) and Lily,Mila Kunis,tt0947798,"""It's my turn to be the Black Swan!"" — Nina Sayers",
Image-distorting / Action,Projective Identification,2,Persona,1966,Ingmar Bergman,Nurse Alma (Bibi Andersson) and Elisabet Vogler,Liv Ullmann,tt0060827,"""No! I'm not like you. I don't feel like you."" — Alma, to/about Elisabet",
Image-distorting / Action,Projective Identification,3,Notes on a Scandal,2006,Richard Eyre,Barbara Covett (Judi Dench) ← Sheba Hart,Cate Blanchett,tt0465551,"""When I was at school, if one of us had had some bad news or was a bit down, we used to stroke each other."" — Barbara Covett",
Image-distorting / Action,Projective Identification,4,Whiplash,2014,Damien Chazelle,Terence Fletcher (J.K. Simmons) ← Andrew Neiman,Miles Teller,tt2582802,"""There are no two words in the English language more harmful than 'good job.'"" — Terence Fletcher",
Image-distorting / Action,Projective Identification,5,Phantom Thread,2017,Paul Thomas Anderson,Alma Elson (Vicky Krieps) ← Reynolds Woodcock,Daniel Day-Lewis,tt5776858,"""I want you flat on your back. Helpless, tender, open with only me to help. And then I want you strong again. You're not going to die."" — Alma",
Image-distorting / Action,Projective Identification,6,Mother!,2017,Darren Aronofsky,Mother (Jennifer Lawrence) ← HIM,Javier Bardem,tt5109784,"""You never loved me. You just loved how much I loved you."" — Mother",
Image-distorting / Action,Projective Identification,7,The Piano Teacher,2001,Michael Haneke,Erika Kohut (Isabelle Huppert) ← her mother (Annie Girardot) and Walter Klemmer,Benoît Magimel,tt0254686,"""I went for a walk. Do you mind? I spent 8 hours in my cage. I was tired and needed some air."" — Erika Kohut, to her mother",
Image-distorting / Action,Projective Identification,8,Carrie,1976,Brian De Palma,Margaret White (Piper Laurie) ← Carrie White,Sissy Spacek,tt0074285,"""He's gonna laugh at you. They're all gonna laugh at you!"" — Margaret White",
Image-distorting / Action,Projective Identification,9,Force Majeure,2014,Ruben Östlund,Tomas (Johannes Bah Kuhnke) ← Ebba,Lisa Loven Kongsli,tt2121382,"""There's nothing in your head that you haven't said!"" — Fanni",
Image-distorting / Action,Projective Identification,10,The Master,2012,Paul Thomas Anderson,Lancaster Dodd (Philip Seymour Hoffman) ← Freddie Quell,Joaquin Phoenix,tt1560747,"""If you figure a way to live without serving a master, any master, then let the rest of us know, will you? For you'd be the first person in the history of the world."" — Lancaster Dodd",
Image-distorting / Action,Projective Identification,11,Single White Female,1992,Barbet Schroeder,"Hedra ""Hedy"" Carlson (Jennifer Jason Leigh) ← Allison Jones",Bridget Fonda,tt0105414,"""She borrowed my hairstyle."" — Allison Jones (paraphrase)",
Image-distorting / Action,Projective Identification,12,Enough Said,2013,Nicole Holofcener,Eva (Julia Louis-Dreyfus) ← Marianne,Catherine Keener,tt2390361,"""I think I just spent the evening with my ex-husband."" — Albert (paraphrase)",
Image-distorting / Action,Projective Identification,13,Gone Girl,2014,David Fincher,Amy Dunne (Rosamund Pike) ← Nick Dunne,Ben Affleck,tt2267998,"""I will practice believing my husband loves me, but I could be wrong."" — Amy Dunne (Cool Girl monologue / diary)",
Image-distorting / Action,Projective Identification,14,The Servant,1963,Joseph Losey,Hugo Barrett (Dirk Bogarde) ← Tony,James Fox,tt0057490,"""I'm nobody's servant."" — Hugo Barrett (paraphrase / Pinter-Losey screenplay)",
Image-distorting / Action,Projective Identification,15,The Hand That Rocks the Cradle,1992,Curtis Hanson,Peyton Flanders (Rebecca De Mornay) ← Claire Bartel,Annabella Sciorra,tt0104389,"""When you hold them to your breast, they only love you. When they cry, you can soothe them."" — Peyton (paraphrase)",
Image-distorting / Action,Projective Identification,K1,Mother / 마더,2009,Bong Joon-ho,Hye-ja / 혜자,Kim Hye-ja / 김혜자,tt1216496,"""너, 엄마 없어..?"" / ""Don't you have a mother…?"" — 혜자, to the junkman before bludgeoning him",Korean
Image-distorting / Action,Projective Identification,K2,Silenced / 도가니,2011,Hwang Dong-hyuk,,,tt2070649,"""우리가 싸우는 건 세상을 바꾸기 위해서가 아니라 세상이 우리를 바꾸지 못하게 하기 위해서예요."" / ""We fight not to change the world, but to keep the world from changing us."" — 인호",Korean
Image-distorting / Action,Splitting,2,Fight Club,1999,David Fincher,The Narrator / Tyler Durden,Edward Norton / Brad Pitt,tt0137523,"""I am Jack's complete lack of surprise."" — The Narrator",
Image-distorting / Action,Splitting,3,Black Swan,2010,Darren Aronofsky,Nina Sayers,Natalie Portman,tt0947798,"""I just want to be perfect."" — Nina Sayers",
Image-distorting / Action,Splitting,4,Psycho,1960,Alfred Hitchcock,Norman Bates,Anthony Perkins,tt0054215,"""A boy's best friend is his mother."" — Norman Bates",
Image-distorting / Action,Splitting,5,Mulholland Drive,2001,David Lynch,"Diane Selwyn / ""Betty""",Naomi Watts,tt0166924,"""No hay banda. There is no band. Il n'y a pas d'orchestre. … It is all a tape."" — Magician at Club Silencio",
Image-distorting / Action,Splitting,6,Joker,2019,Todd Phillips,Arthur Fleck / Joker,Joaquin Phoenix,tt7286456,"""I used to think that my life was a tragedy, but now I realize it's a comedy."" — Arthur Fleck",
Image-distorting / Action,Splitting,9,Gone Girl,2014,David Fincher,Amy Dunne,Rosamund Pike,tt2267998,"""I will practice believing my husband loves me, but I could be wrong."" — Amy Dunne",
Image-distorting / Action,Splitting,10,Fatal Attraction,1987,Adrian Lyne,Alex Forrest,Glenn Close,tt0093010,"""I won't be ignored, Dan."" — Alex Forrest",
Image-distorting / Action,Splitting,11,The Three Faces of Eve,1957,Nunnally Johnson,Eve White / Eve Black / Jane,Joanne Woodward,tt0051077,"""How do you do, Doctor? I'm Eve Black."" — Eve Black, on first emergence",
Image-distorting / Action,Splitting,13,Persona,1966,Ingmar Bergman,Alma (Bibi Andersson) and Elisabet Vogler,Liv Ullmann,tt0060827,"""No! I'm not like you. I don't feel like you."" — Alma (paraphrase from screenplay)",
Image-distorting / Action,Splitting,14,Raging Bull,1980,Martin Scorsese,Jake LaMotta,Robert De Niro,tt0081398,"""Did you fuck my brother?"" — Jake LaMotta",
Image-distorting / Action,Splitting,15,Repulsion,1965,Roman Polanski,Carol Ledoux,Catherine Deneuve,tt0059646,"""Don't go… I must repair the leak."" — Carol Ledoux (paraphrase / sparse dialogue) (paraphrase)",
Image-distorting / Action,Splitting,K1,Sympathy for Lady Vengeance / 친절한 금자씨,2005,Park Chan-wook,Lee Geum-ja / 이금자,Lee Young-ae / 이영애,tt0451094,"""너나 잘하세요."" / ""Mind your own business."" — 금자, to the prison chaplain offering tofu",Korean
Image-distorting / Action,Splitting,K2,Thirst / 박쥐,2009,Park Chan-wook,Father Sang-hyun / 상현 (Song Kang-ho / 송강호) and Tae-ju / 태주,Kim Ok-vin / 김옥빈,tt0762073,"""내가 이 지옥에서 데리고 나가 줄게요."" / ""I'll take you out of this hell."" — 상현, to 태주, early; later: ""저는 이제 모든 쾌락을 갈구합니다."" / ""Now I crave every pleasure.""",Korean
Image-distorting / Action,Acting Out,1,Taxi Driver,1976,Martin Scorsese,Travis Bickle,Robert De Niro,tt0075314,"""You talkin' to me? You talkin' to me? You talkin' to me? Then who the hell else are you talkin' to? You talkin' to me? Well I'm the only one here."" — Travis Bickle",
Image-distorting / Action,Acting Out,2,A Clockwork Orange,1971,Stanley Kubrick,Alex DeLarge,Malcolm McDowell,tt0066921,"""There was me, that is Alex, and my three droogs… and we sat in the Korova Milkbar trying to make up our rasoodocks what to do with the evening."" — Alex (opening voice-over) (paraphrase from Burgess novel/film) (paraphrase)",
Image-distorting / Action,Acting Out,3,We Need to Talk About Kevin,2011,Lynne Ramsay,Kevin Khatchadourian,Ezra Miller,tt1242460,"""I used to think I knew. Now I'm not so sure."" — Kevin Khatchadourian, on motive",
Image-distorting / Action,Acting Out,4,The 400 Blows,1959,François Truffaut,Antoine Doinel,Jean-Pierre Léaud,tt0053198,"""Sometimes I'd tell them the truth and they still wouldn't believe me, so I prefer to lie."" — Antoine Doinel, to the psychiatrist",
Image-distorting / Action,Acting Out,5,Trainspotting,1996,Danny Boyle,Mark Renton (Ewan McGregor) and Begbie,Robert Carlyle,tt0117951,"""Choose life. Choose a job. Choose a career. Choose a family… But why would I want to do a thing like that?"" — Mark Renton (opening voice-over)",
Image-distorting / Action,Acting Out,6,Joker,2019,Todd Phillips,Arthur Fleck,Joaquin Phoenix,tt7286456,"""I killed those guys because they were awful. Everybody is awful these days. It's enough to make anyone crazy."" — Arthur Fleck, on Murray Franklin",
Image-distorting / Action,Acting Out,7,Funny Games,1997,Michael Haneke,Paul and Peter,Arno Frisch and Frank Giering,tt0119167,"""You want a fair chance, don't you? You bet with us. You're on their side. You want them to win."" — Paul, to camera",
Image-distorting / Action,Acting Out,8,Natural Born Killers,1994,Oliver Stone,Mickey and Mallory Knox,"Woody Harrelson, Juliette Lewis",tt0110632,"""I'm a natural born killer."" — Mickey Knox",
Image-distorting / Action,Acting Out,10,Mean Streets,1973,Martin Scorsese,Johnny Boy,Robert De Niro,tt0070379,"""I fuck you right where you breathe, because I don't give two shits about you or nobody else."" — Johnny Boy",
Image-distorting / Action,Acting Out,11,Rebel Without a Cause,1955,Nicholas Ray,Jim Stark,James Dean,tt0048545,"""You're tearing me apart!"" — Jim Stark, to his parents",
Image-distorting / Action,Acting Out,12,Kids,1995,Larry Clark,Telly (Leo Fitzpatrick) and Casper,Justin Pierce,tt0113540,"""Virgins. I love 'em. No diseases, no loose-as-a-goose pussy, no skank. No nothin'."" — Telly",
Image-distorting / Action,Acting Out,13,Bad Lieutenant,1992,Abel Ferrara,The Lieutenant,Harvey Keitel,tt0103759,"""I'm so sorry, I did so many bad things."" — The Lieutenant",
Image-distorting / Action,Acting Out,K1,Bedevilled / 김복남 살인사건의 전말,2010,Jang Cheol-soo,Kim Bok-nam / 김복남,Seo Young-hee / 서영희,tt1646959,"""넌.. 너무 불친절혀."" / ""You… are just too unkind."" — 복남, after the killings, to Hae-won",Korean
Image-distorting / Action,Acting Out,K2,Breathless / 똥파리,2008,Yang Ik-june,Sang-hoon / 상훈,Yang Ik-june / 양익준,tt1373120,"""씨발, 내가 미친 새끼지. 내가 미친 새끼야."" / ""Fuck — I'm a crazy bastard, I'm a crazy bastard."" — 상훈, after striking his sister",Korean
Image-distorting / Action,Apathetic Withdrawal,1,Manchester by the Sea,2016,Kenneth Lonergan,Lee Chandler,Casey Affleck,tt4034228,"""You don't understand, there's nothin'... there's nothin' there. There's nothin' there."" — Lee Chandler",
Image-distorting / Action,Apathetic Withdrawal,2,Lost in Translation,2003,Sofia Coppola,Bob Harris,Bill Murray,tt0335266,"""I don't want to leave."" — Bob Harris",
Image-distorting / Action,Apathetic Withdrawal,3,Melancholia,2011,Lars von Trier,Justine,Kirsten Dunst,tt1527186,"""The earth is evil. We don't need to grieve for it."" — Justine",
Image-distorting / Action,Apathetic Withdrawal,4,Taxi Driver,1976,Martin Scorsese,,,tt0075314,"""Loneliness has followed me my whole life. Everywhere. In bars, in cars, sidewalks, stores, everywhere. There's no escape. I'm God's lonely man."" — Travis Bickle (voiceover diary)",
Image-distorting / Action,Apathetic Withdrawal,5,Burning,2018,Lee Chang-dong,Hae-mi (Jeon Jong-seo) and Jong-su,Yoo Ah-in,tt7282468,"""Dying is too scary, but I wish I could disappear like I had never existed."" — Hae-mi",
Image-distorting / Action,Apathetic Withdrawal,6,"Synecdoche, New York",2008,Charlie Kaufman,Caden Cotard,Philip Seymour Hoffman,tt0383028,"""I won't settle for anything less than the brutal truth. Brutal. Brutal. Each day I'll hand you a paper, it'll tell you what happened to you that day."" — Caden Cotard",
Image-distorting / Action,Apathetic Withdrawal,7,Repulsion,1965,Roman Polanski,Carol Ledoux,Catherine Deneuve,tt0059646,"""(paraphrase) I must get this crack mended."" — Carol Ledoux (in one of her last lucid utterances; verifiable verbatim subtitle text not located on IMDb Quotes)",
Image-distorting / Action,Apathetic Withdrawal,8,L'Avventura,1960,Michelangelo Antonioni,Anna,Lea Massari,tt0053619,"""Believe me, Anna, words are more and more pointless. They create misunderstandings."" — Sandro to Anna, just before she vanishes",
Image-distorting / Action,Apathetic Withdrawal,9,Vivre sa vie,1962,Jean-Luc Godard,Nana Kleinfrankenheim,Anna Karina,tt0056663,"""The more we talk, the less the words mean."" — Nana",
Image-distorting / Action,Apathetic Withdrawal,10,The Lighthouse,2019,Robert Eggers,Ephraim Winslow / Thomas Howard,Robert Pattinson,tt7984734,"""You ain't even human no more. Workin' apart from folks so long. You're only tolerable when you're drunk."" — Thomas Howard to Wake",
Image-distorting / Action,Apathetic Withdrawal,11,A Few Days from the Life of I.I. Oblomov,1980,Nikita Mikhalkov,Ilya Oblomov,Oleg Tabakov,tt0079619,"""(paraphrase) Why should I get up? What is there worth getting up for?"" — Oblomov (paraphrase from Goncharov source novel; specific verbatim film line not located on IMDb Quotes)",
Image-distorting / Action,Apathetic Withdrawal,12,The Graduate,1967,Mike Nichols,Benjamin Braddock,Dustin Hoffman,tt0061722,"""Well, I would say that I'm just drifting. Here in the pool."" — Benjamin Braddock",
Image-distorting / Action,Apathetic Withdrawal,13,Stalker,1979,Andrei Tarkovsky,The Writer,Anatoli Solonitsyn,tt0079944,"""What they call passion actually is not some emotional energy, but just the friction between their souls and the outside world."" — Stalker (about the Writer's class)",
Image-distorting / Action,Apathetic Withdrawal,14,A Woman Under the Influence,1974,John Cassavetes,Mabel Longhetti,Gena Rowlands,tt0072417,"""All of a sudden, I miss everyone..."" — Mabel Longhetti",
Image-distorting / Action,Apathetic Withdrawal,K1,Poetry / 시,2010,Lee Chang-dong,Yang Mi-ja / 양미자,Yoon Jeong-hee / 윤정희,tt1287878,"""사과 한 알을 진짜로 본다는 건 어떤 걸까요?"" / ""What would it mean to really see one apple?"" — Mi-ja's writing teacher, a line Mi-ja silently inhabits",Korean
Image-distorting / Action,Apathetic Withdrawal,K2,Christmas in August / 8월의 크리스마스,1998,Hur Jin-ho,Jung-won / 정원,Han Suk-kyu / 한석규,tt0140825,"""내 기억속에 무수한 사진들처럼 사랑도 언젠가는 추억으로 그친다는 걸 난 알고 있었습니다. 하지만 당신만은 추억이 되질 않았습니다."" / ""I knew that, like the countless photos in my memory, love would one day end as memory. But you alone never became memory."" — 정원, voiceover letter",Korean
Image-distorting / Action,Apathetic Withdrawal,K3,Treeless Mountain / 나무없는 산,2008,Kim So Yong,Jin / 진 and Bin / 빈,Kim Hee-yeon / 김희연 and Kim Song-hee / 김송희,tt1143155,"""언니, 나무 찾았어."" / ""Unni, I found a tree."" — 빈; ""그거 죽은 거잖아."" / ""That's a dead one."" — 진; ""아니야."" / ""No it isn't."" — 빈",Korean
Image-distorting / Action,Help-Rejecting Complaining,1,Good Will Hunting,1997,Gus Van Sant,Will Hunting,Matt Damon,tt0119217,"""He pushes people away before they get a chance to leave him. It's a defense mechanism. And for 20 years he's been alone because of that."" — Sean Maguire (about Will)",
Image-distorting / Action,Help-Rejecting Complaining,2,As Good as It Gets,1997,James L. Brooks,Melvin Udall,Jack Nicholson,tt0119822,"""Dr. Green, how can you diagnose someone as an obsessive compulsive disorder, and then act like I have some choice about barging in here?"" — Melvin Udall",
Image-distorting / Action,Help-Rejecting Complaining,3,Manchester by the Sea,2016,Kenneth Lonergan,Lee Chandler,Casey Affleck,tt4034228,"""I can't beat it. I can't beat it. I'm sorry."" — Lee Chandler",
Image-distorting / Action,Help-Rejecting Complaining,4,Punch-Drunk Love,2002,Paul Thomas Anderson,Barry Egan,Adam Sandler,tt0272338,"""I wanted to ask you something because you're a doctor... I don't like myself sometimes. As I just said that out loud I realize it sounded a little strange but it's not."" — Barry Egan",
Image-distorting / Action,Help-Rejecting Complaining,5,Rain Man,1988,Barry Levinson,Charlie Babbitt,Tom Cruise,tt0095953,"""I don't think so. No. Definitely not."" — Raymond Babbitt (Charlie's negative responses mirror Raymond's stereotyped refusal)",
Image-distorting / Action,Help-Rejecting Complaining,6,The Squid and the Whale,2005,Noah Baumbach,Bernard Berkman,Jeff Daniels,tt0367089,"""Joan, let me ask you something. All that work I did at the end of our marriage, making dinners, cleaning up, being more attentive. It never was going to make a difference, was it?"" — Bernard Berkman",
Image-distorting / Action,Help-Rejecting Complaining,7,Frances Ha,2012,Noah Baumbach,Frances Halladay,Greta Gerwig,tt2347569,"""Oh yes, very undateable."" — Frances",
Image-distorting / Action,Help-Rejecting Complaining,8,What About Bob?,1991,Frank Oz,Bob Wiley,Bill Murray,tt0103241,"""Baby steps onto the elevator… baby steps into the elevator… I'm in the elevator."" — Bob Wiley (cycling through ""baby steps"" while creating new helplessness)",
Image-distorting / Action,Help-Rejecting Complaining,9,Annie Hall,1977,Woody Allen,Alvy Singer,Woody Allen,tt0075686,"""I feel that life is divided into the horrible and the miserable. That's the two categories. […] So you should be thankful that you're miserable, because that's very lucky, to be miserable."" — Alvy Singer",
Image-distorting / Action,Help-Rejecting Complaining,10,Ordinary People,1980,Robert Redford,Beth Jarrett,Mary Tyler Moore,tt0081283,"""(paraphrase) I don't know what you want from me, Calvin. I don't know what *anyone* wants from me."" — Beth Jarrett (paraphrase; verifiable verbatim line not located on IMDb Quotes)",
Image-distorting / Action,Help-Rejecting Complaining,11,The 400 Blows,1959,François Truffaut,Antoine Doinel,Jean-Pierre Léaud,tt0053198,"""(paraphrase) She didn't want me. My grandmother took me in."" — Antoine Doinel (paraphrase from interview scene; subtitled French; verifiable English IMDb Quotes line not located)",
Image-distorting / Action,Help-Rejecting Complaining,12,Wild Strawberries,1957,Ingmar Bergman,Prof. Isak Borg,Victor Sjöström,tt0050986,"""(paraphrase) Although I had been told the truth about myself, I felt strangely relieved."" — Isak Borg (paraphrase from Bergman's published screenplay; specific verbatim film line not available on IMDb Quotes)",
Image-distorting / Action,Help-Rejecting Complaining,13,The Father,2020,Florian Zeller,Anthony,Anthony Hopkins,tt10272386,"""I don't need her or anyone else. I can manage very well on my own."" — Anthony",
Image-distorting / Action,Help-Rejecting Complaining,14,Five Easy Pieces,1970,Bob Rafelson,Bobby Dupea,Jack Nicholson,tt0065724,"""I'd like a plain omelette, no potatoes, tomatoes instead, a cup of coffee, and wheat toast."" — Bobby Dupea (the diner scene escalating into rejection of every accommodation)",
Image-distorting / Action,Help-Rejecting Complaining,15,Withnail & I,1987,Bruce Robinson,Withnail,Richard E. Grant,tt0094336,"""We've gone on holiday by mistake!"" — Withnail",
Image-distorting / Action,Help-Rejecting Complaining,K2,Peppermint Candy / 박하사탕,1999,Lee Chang-dong,Kim Yong-ho / 김영호,Sol Kyung-gu / 설경구,tt0247613,"""나 다시 돌아갈래!"" / ""I want to go back!"" — 영호, on the bridge before the oncoming train",Korean
Image-distorting / Action,Passive Aggression,1,Office Space,1999,Mike Judge,Peter Gibbons,Ron Livingston,tt0151804,"""The thing is, Bob, it's not that I'm lazy, it's that I just don't care… It's a problem of motivation, all right?"" — Peter Gibbons",
Image-distorting / Action,Passive Aggression,2,The Remains of the Day,1993,James Ivory,Mr. Stevens,Anthony Hopkins,tt0107943,"""I regard this room as my private place of work and I — I prefer to keep distractions to a minimum."" — Stevens",
Image-distorting / Action,Passive Aggression,3,Revolutionary Road,2008,Sam Mendes,Frank Wheeler,Leonardo DiCaprio,tt0959337,"""Don't worry, I can't be bothered! You're not worth the trouble it would take to hit you! You're not worth the powder it'd take to blow you up!"" — Frank Wheeler",
Image-distorting / Action,Passive Aggression,4,August: Osage County,2013,John Wells,Violet Weston,Meryl Streep,tt1322269,"""Truth is you just can't compete with a younger woman. It's just one of those unfair things in life."" — Violet Weston (to Barbara, about Bill)",
Image-distorting / Action,Passive Aggression,5,Carnage,2011,Roman Polanski,Penelope Longstreet,Jodie Foster,tt1692486,"""My husband has spent the entire afternoon DRYING THINGS!"" — Penelope Longstreet",
Image-distorting / Action,Passive Aggression,6,Marriage Story,2019,Noah Baumbach,Charlie Barber and Nicole Barber,Adam Driver / Scarlett Johansson,tt7653254,"""You're being so much like your father… I didn't compare you to him. I said you were acting like him."" — Nicole Barber",
Image-distorting / Action,Passive Aggression,7,Punch-Drunk Love,2002,Paul Thomas Anderson,Barry Egan,Adam Sandler,tt0272338,"""I don't like myself sometimes. Can you help me?"" — Barry Egan",
Image-distorting / Action,Passive Aggression,8,Force Majeure,2014,Ruben Östlund,Tomas,Johannes Bah Kuhnke,tt2121382,"""(paraphrase) I have a different memory of what happened than you do."" — Tomas (subtitle/screenplay rendering)",
Image-distorting / Action,Passive Aggression,9,The Celebration,1998,Thomas Vinterberg,"The Klingenfeldt family, esp. Helge (Henning Moritzen) and Michael",Thomas Bo Larsen,tt0154420,"""(paraphrase) Nice speech, Christian. Now perhaps you'll go so we can eat our breakfast."" — Michael",
Image-distorting / Action,Passive Aggression,10,Who's Afraid of Virginia Woolf?,1966,Mike Nichols,George and Martha,Richard Burton / Elizabeth Taylor,tt0061184,"""I hope that was an empty bottle, George! You can't afford to waste good liquor, not on YOUR salary!"" — Martha",
Image-distorting / Action,Passive Aggression,11,The Squid and the Whale,2005,Noah Baumbach,Joan Berkman (Laura Linney) and Frank Berkman,Owen Kline,tt0367089,"""Suck my dick, ass man."" — Frank Berkman (to his father)",
Image-distorting / Action,Passive Aggression,12,Toni Erdmann,2016,Maren Ade,"Winfried Conradi / ""Toni Erdmann"" (Peter Simonischek) and Ines Conradi",Sandra Hüller,tt4048272,"""(paraphrase) Are you actually human?"" — Winfried, to Ines",
Image-distorting / Action,Passive Aggression,13,A Separation,2011,Asghar Farhadi,Nader (Peyman Moaadi) and Simin,Leila Hatami,tt1832382,"""(paraphrase) I'm not going. I won't say it again."" — Nader",
Image-distorting / Action,Passive Aggression,14,The Lobster,2015,Yorgos Lanthimos,David,Colin Farrell,tt3464902,"""I'm not a heartless person, that's why I cried when my dog died."" — David, undermining his own facade",
Image-distorting / Action,Passive Aggression,15,Happiness,1998,Todd Solondz,"Joy, Helen, and Trish Jordan","Jane Adams, Lara Flynn Boyle, Cynthia Stevenson",tt0147612,"""I'm not laughing at you, I'm laughing with you."" — Andy (to Joy, in the breakup that opens the film)",
Image-distorting / Action,Passive Aggression,K1,The Housemaid / 하녀,1960,Kim Ki-young,Myeong-ja the housemaid / 명자,Lee Eun-shim / 이은심,tt0150980,"""왜 내 애만 죽여요? 이 집 남자는 애를 배게 하고 이 집 여자는 애를 떼게 하고. 내 몸은 장난감처럼 뭘 해도 좋아요?"" / ""Why must only my child die? The man of this house gets me pregnant; the woman of this house makes me abort. Is my body a toy you can do anything with?"" — 하녀",Korean
Image-distorting / Action,Passive Aggression,K2,House of Hummingbird / 벌새,2018,Kim Bora,,,tt8951086,"""은희야, 힘들고 우울할 땐 손가락을 봐. 그리고 한 손가락 한 손가락 움직여."" / ""Eun-hee, when you're tired and sad, look at your fingers. Then move them, one by one."" — 영지",Korean
Image-distorting / Action,Passive Aggression,K3,Aloners / 혼자 사는 사람들,2021,Hong Sung-eun,Jin-a / 진아,Gong Seung-yeon / 공승연,tt14598598,"""저는 그냥 혼자가 편해요."" / ""I'm just more comfortable alone."" — 진아",Korean
